frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len,tcp.flags,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.analysis.lost_segment
"734","Feb 24, 2015 17:49:30.600079000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","1991","502",,,
"735","Feb 24, 2015 17:49:30.600271000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","64","0x00000018","502","1990",,,
"736","Feb 24, 2015 17:49:30.600612000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","1991","502",,,
"737","Feb 24, 2015 17:49:30.601013000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","1988","502",,,
"738","Feb 24, 2015 17:49:30.601195000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","1988",,,
"739","Feb 24, 2015 17:49:30.601305000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","1988","502",,,
"740","Feb 24, 2015 17:49:30.601456000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","71","0x00000018","502","1991",,,
"741","Feb 24, 2015 17:49:30.601843000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","1988","502",,,
"742","Feb 24, 2015 17:49:30.602585000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000011","1987","502",,,
"743","Feb 24, 2015 17:49:30.602795000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000010","502","1987",,,
"744","Feb 24, 2015 17:49:30.602918000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","71","0x00000018","502","1988",,,
"745","Feb 24, 2015 17:49:30.603119000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000011","502","1987",,,
"746","Feb 24, 2015 17:49:30.603213000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","1987","502",,,
"747","Feb 24, 2015 17:49:30.604007000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","62","0x00000002","1992","502",,,
"748","Feb 24, 2015 17:49:30.604142000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","62","0x00000012","502","1992",,,
"749","Feb 24, 2015 17:49:30.604264000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","1992","502",,,
"750","Feb 24, 2015 17:49:30.604747000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","66","0x00000018","1992","502",,,
"751","Feb 24, 2015 17:49:30.605365000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","1986","502",,,
"752","Feb 24, 2015 17:49:30.605541000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","1986",,,
"753","Feb 24, 2015 17:49:30.605557000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","64","0x00000018","502","1992",,,
"754","Feb 24, 2015 17:49:30.605847000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","1986",,,
"755","Feb 24, 2015 17:49:30.605947000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","1986","502",,,
"756","Feb 24, 2015 17:49:30.606548000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","1993","502",,,
"757","Feb 24, 2015 17:49:30.606682000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","1993",,,
"758","Feb 24, 2015 17:49:30.606792000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","1993","502",,,
"759","Feb 24, 2015 17:49:30.607251000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","1993","502",,,
"760","Feb 24, 2015 17:49:30.607863000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000011","1989","502",,,
"761","Feb 24, 2015 17:49:30.608038000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000010","502","1989",,,
"762","Feb 24, 2015 17:49:30.608070000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","64","0x00000018","502","1993",,,
"763","Feb 24, 2015 17:49:30.608324000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000011","502","1989",,,
"764","Feb 24, 2015 17:49:30.608419000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","1989","502",,,
"765","Feb 24, 2015 17:49:30.609022000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","62","0x00000002","1994","502",,,
"766","Feb 24, 2015 17:49:30.609156000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","62","0x00000012","502","1994",,,
"767","Feb 24, 2015 17:49:30.609264000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","1994","502",,,
"768","Feb 24, 2015 17:49:30.609714000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","66","0x00000018","1994","502",,,
"769","Feb 24, 2015 17:49:30.610308000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000011","1990","502",,,
"770","Feb 24, 2015 17:49:30.610488000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000010","502","1990",,,
"771","Feb 24, 2015 17:49:30.610501000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","64","0x00000018","502","1994",,,
"772","Feb 24, 2015 17:49:30.610774000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000011","502","1990",,,
"773","Feb 24, 2015 17:49:30.610884000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","1990","502",,,
"774","Feb 24, 2015 17:49:30.611448000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","62","0x00000002","1995","502",,,
"775","Feb 24, 2015 17:49:30.611581000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","62","0x00000012","502","1995",,,
"776","Feb 24, 2015 17:49:30.611689000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","1995","502",,,
"777","Feb 24, 2015 17:49:30.612161000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","66","0x00000018","1995","502",,,
"778","Feb 24, 2015 17:49:30.612733000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","1991","502",,,
"779","Feb 24, 2015 17:49:30.612931000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","1991",,,
"780","Feb 24, 2015 17:49:30.612970000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","64","0x00000018","502","1995",,,
"781","Feb 24, 2015 17:49:30.613217000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","1991",,,
"782","Feb 24, 2015 17:49:30.613318000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","1991","502",,,
"783","Feb 24, 2015 17:49:30.613918000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","1996","502",,,
"784","Feb 24, 2015 17:49:30.614061000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","1996",,,
"785","Feb 24, 2015 17:49:30.614173000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","1996","502",,,
"786","Feb 24, 2015 17:49:30.614670000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","1996","502",,,
"787","Feb 24, 2015 17:49:30.615276000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","1988","502",,,
"788","Feb 24, 2015 17:49:30.615457000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","1988",,,
"789","Feb 24, 2015 17:49:30.615482000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","64","0x00000018","502","1996",,,
"790","Feb 24, 2015 17:49:30.615743000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","1988",,,
"791","Feb 24, 2015 17:49:30.615861000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","1988","502",,,
"792","Feb 24, 2015 17:49:30.616419000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","1997","502",,,
"793","Feb 24, 2015 17:49:30.616552000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","1997",,,
"794","Feb 24, 2015 17:49:30.616665000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","1997","502",,,
"795","Feb 24, 2015 17:49:30.617131000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","1997","502",,,
"796","Feb 24, 2015 17:49:30.617708000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000011","1992","502",,,
"797","Feb 24, 2015 17:49:30.617929000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000010","502","1992",,,
"798","Feb 24, 2015 17:49:30.618021000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","64","0x00000018","502","1997",,,
"799","Feb 24, 2015 17:49:30.618215000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000011","502","1992",,,
"800","Feb 24, 2015 17:49:30.618312000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","1992","502",,,
"801","Feb 24, 2015 17:49:30.619127000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","62","0x00000002","1998","502",,,
"802","Feb 24, 2015 17:49:30.619261000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","62","0x00000012","502","1998",,,
"803","Feb 24, 2015 17:49:30.619375000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","1998","502",,,
"804","Feb 24, 2015 17:49:30.619838000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","66","0x00000018","1998","502",,,
"805","Feb 24, 2015 17:49:30.620401000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","1993","502",,,
"806","Feb 24, 2015 17:49:30.620569000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","1993",,,
"807","Feb 24, 2015 17:49:30.620621000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","64","0x00000018","502","1998",,,
"808","Feb 24, 2015 17:49:30.620864000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","1993",,,
"809","Feb 24, 2015 17:49:30.620957000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","1993","502",,,
"810","Feb 24, 2015 17:49:30.621541000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","1999","502",,,
"811","Feb 24, 2015 17:49:30.621673000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","1999",,,
"812","Feb 24, 2015 17:49:30.621782000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","1999","502",,,
"813","Feb 24, 2015 17:49:30.622109000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","1999","502",,,
"814","Feb 24, 2015 17:49:30.622413000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000011","1994","502",,,
"815","Feb 24, 2015 17:49:30.622525000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000010","502","1994",,,
"816","Feb 24, 2015 17:49:30.622532000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","64","0x00000018","502","1999",,,
"817","Feb 24, 2015 17:49:30.622695000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","54","0x00000011","502","1994",,,
"818","Feb 24, 2015 17:49:30.622745000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","1994","502",,,
"819","Feb 24, 2015 17:49:30.623083000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000011","1995","502",,,
"820","Feb 24, 2015 17:49:30.623201000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000010","502","1995",,,
"821","Feb 24, 2015 17:49:30.623374000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","54","0x00000011","502","1995",,,
"822","Feb 24, 2015 17:49:30.623478000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","1996","502",,,
"823","Feb 24, 2015 17:49:30.623528000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","1995","502",,,
"824","Feb 24, 2015 17:49:30.623588000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","1996",,,
"825","Feb 24, 2015 17:49:30.623748000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","1996",,,
"826","Feb 24, 2015 17:49:30.623795000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","1996","502",,,
"827","Feb 24, 2015 17:49:30.624258000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","2000","502",,,
"828","Feb 24, 2015 17:49:30.624338000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","2000",,,
"829","Feb 24, 2015 17:49:30.624566000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","1997","502",,,
"830","Feb 24, 2015 17:49:30.624623000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2000","502",,,
"831","Feb 24, 2015 17:49:30.624674000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","1997",,,
"832","Feb 24, 2015 17:49:30.624840000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","1997",,,
"833","Feb 24, 2015 17:49:30.624893000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","1997","502",,,
"834","Feb 24, 2015 17:49:30.625246000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","2000","502",,,
"835","Feb 24, 2015 17:49:30.625463000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","2001","502",,,
"836","Feb 24, 2015 17:49:30.625540000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","2001",,,
"837","Feb 24, 2015 17:49:30.625683000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","64","0x00000018","502","2000",,,
"838","Feb 24, 2015 17:49:30.625745000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2001","502",,,
"839","Feb 24, 2015 17:49:30.625998000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","2001","502",,,
"840","Feb 24, 2015 17:49:30.626186000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000011","1998","502",,,
"841","Feb 24, 2015 17:49:30.626302000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000010","502","1998",,,
"842","Feb 24, 2015 17:49:30.626415000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","64","0x00000018","502","2001",,,
"843","Feb 24, 2015 17:49:30.626468000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","54","0x00000011","502","1998",,,
"844","Feb 24, 2015 17:49:30.626629000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000011","1999","502",,,
"845","Feb 24, 2015 17:49:30.626679000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","1998","502",,,
"846","Feb 24, 2015 17:49:30.626731000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000010","502","1999",,,
"847","Feb 24, 2015 17:49:30.626891000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","54","0x00000011","502","1999",,,
"848","Feb 24, 2015 17:49:30.626936000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","1999","502",,,
"849","Feb 24, 2015 17:49:30.627448000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","2000","502",,,
"850","Feb 24, 2015 17:49:30.627544000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","2000",,,
"851","Feb 24, 2015 17:49:30.627680000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000011","502","2000",,,
"852","Feb 24, 2015 17:49:30.627739000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2000","502",,,
"853","Feb 24, 2015 17:49:30.628071000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000011","2001","502",,,
"854","Feb 24, 2015 17:49:30.628168000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000010","502","2001",,,
"855","Feb 24, 2015 17:49:30.628306000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","54","0x00000011","502","2001",,,
"856","Feb 24, 2015 17:49:30.628356000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2001","502",,,
"857","Feb 24, 2015 17:49:40.588145000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","62","0x00000002","2002","502",,,
"858","Feb 24, 2015 17:49:40.588329000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","62","0x00000012","502","2002",,,
"859","Feb 24, 2015 17:49:40.588473000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000010","2002","502",,,
"860","Feb 24, 2015 17:49:40.589044000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","66","0x00000018","2002","502",,,
"861","Feb 24, 2015 17:49:40.589640000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","62","0x00000002","2003","502",,,
"862","Feb 24, 2015 17:49:40.589815000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","62","0x00000012","502","2003",,,
"863","Feb 24, 2015 17:49:40.589895000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","71","0x00000018","502","2002",,,
"864","Feb 24, 2015 17:49:40.589980000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","54","0x00000010","2003","502",,,
"865","Feb 24, 2015 17:49:40.590550000 CET","00:0c:29:ee:b7:84","00:0c:29:6e:ba:5e","192.168.1.100","192.168.1.102","6","66","0x00000018","2003","502",,,
"866","Feb 24, 2015 17:49:40.591101000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","62","0x00000002","2004","502",,,
"867","Feb 24, 2015 17:49:40.591293000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","62","0x00000012","502","2004",,,
"868","Feb 24, 2015 17:49:40.591426000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","54","0x00000010","2004","502",,,
"869","Feb 24, 2015 17:49:40.591444000 CET","00:0c:29:6e:ba:5e","00:0c:29:ee:b7:84","192.168.1.102","192.168.1.100","6","71","0x00000018","502","2003",,,
"870","Feb 24, 2015 17:49:40.591967000 CET","00:0c:29:ee:b7:84","00:0c:29:3c:11:3f","192.168.1.100","192.168.1.104","6","66","0x00000018","2004","502",,,
"871","Feb 24, 2015 17:49:40.592537000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","62","0x00000002","2005","502",,,
"872","Feb 24, 2015 17:49:40.592713000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","62","0x00000012","502","2005",,,
"873","Feb 24, 2015 17:49:40.592811000 CET","00:0c:29:3c:11:3f","00:0c:29:ee:b7:84","192.168.1.104","192.168.1.100","6","71","0x00000018","502","2004",,,
"874","Feb 24, 2015 17:49:40.592863000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","54","0x00000010","2005","502",,,
"875","Feb 24, 2015 17:49:40.593397000 CET","00:0c:29:ee:b7:84","00:0c:29:70:aa:b7","192.168.1.100","192.168.1.105","6","66","0x00000018","2005","502",,,
"876","Feb 24, 2015 17:49:40.593937000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","62","0x00000002","2006","502",,,
"877","Feb 24, 2015 17:49:40.594106000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","62","0x00000012","502","2006",,,
"878","Feb 24, 2015 17:49:40.594240000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","54","0x00000010","2006","502",,,
"879","Feb 24, 2015 17:49:40.594300000 CET","00:0c:29:70:aa:b7","00:0c:29:ee:b7:84","192.168.1.105","192.168.1.100","6","71","0x00000018","502","2005",,,
"880","Feb 24, 2015 17:49:40.594851000 CET","00:0c:29:ee:b7:84","00:0c:29:dc:42:e5","192.168.1.100","192.168.1.103","6","66","0x00000018","2006","502",,,
"881","Feb 24, 2015 17:49:40.595417000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","62","0x00000002","2007","502",,,
"882","Feb 24, 2015 17:49:40.595594000 CET","00:0c:29:58:97:2a","00:0c:29:ee:b7:84","192.168.1.106","192.168.1.100","6","62","0x00000012","502","2007",,,
"883","Feb 24, 2015 17:49:40.595703000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","54","0x00000010","2007","502",,,
"884","Feb 24, 2015 17:49:40.595710000 CET","00:0c:29:dc:42:e5","00:0c:29:ee:b7:84","192.168.1.103","192.168.1.100","6","71","0x00000018","502","2006",,,
"885","Feb 24, 2015 17:49:40.596310000 CET","00:0c:29:ee:b7:84","00:0c:29:58:97:2a","192.168.1.100","192.168.1.106","6","66","0x00000018","2007","502",,,
"886","Feb 24, 2015 17:49:40.596675000 CET","00:0c:29:ee:b7:84","00:0c:29:f9:a8:75","192.168.1.100","192.168.1.101","6","54","0x00000011","2002","502",,,
"887","Feb 24, 2015 17:49:40.596853000 CET","00:0c:29:f9:a8:75","00:0c:29:ee:b7:84","192.168.1.101","192.168.1.100","6","54","0x00000010","502","2002",,,
